tweets,target
"He doesn't have a hotel memo that he wants to see something new every year, he doesn't have a ticket to the fair that he wants to see something new every year, what can you say, he wants to see it before, he knows that he is blind, speaks good words and gives wives, it makes sense for him to think a little,",1
China is the Best Example and India is the Worst Example lol,1
LOL open letter completely seems biased to BJP ...people here commenting his is unbiased ....bhakts,1
BJP manifesto more practical and congress again dividing on the basis of caste,1
.CRY LOUDER FOR 4 CLASS FAILED CHAIWALA,0
"?�@SreeDharam-js2mu�Our beloved Rahul Gandhi (Pappu) is threatening journalists and making lewd comments about icons like Aishwarya Rai in his Bharat Nyay Yatra ( read - divide and rule march ) and you are questioning Modi's acumen. Narendra Modi is the PM chosen by people without any promotion from elite & resourceful ecosystems like BBC, NYT, Aljajeera. As they say never underestimate the voters.",0
"Great, then u guys need Congress more than u think. ",1
?�@SreeDharam-js2mu� So your parents taught you to make fun of poverty...great,1
"�@SreeDharam-js2mu� Your gonna be the one crying the loudest when ""chaiwala"" does infact, become the prime minister again",0
"Rahul Gandhi ji is the best educated politician. MPhil degree from Cambridge University. Rahul Gandhi ji listens to the heart of the people of India. He is listening to the problems of common people. Our current prime minister modi does not listen publicly, and didn't give a single press conference in 10 years of his rule. This is why we educated people are hoping for Rahul Gandhi ji.",1
BJP got vanished in South India due to Rahul Gandhi ji,0
"?�@pika_pika_pikachu143�only talking doesn't amount to actions 
Fake pr pm",0
"?@2024LokSabhaElection-qj8lbwhat is the qualification of feku pm
Just because he failed in 4th standard lol",1
�@hyz4702� And thats a good thing though since bjp will be in power even after modi,1
�@ElonHusky� May be in USA  and you will have to be alive for that please take care of your health,1
�@hyz4702� gadha then how does BJP win. How is india progressing. All because our best PM,1
"Ignorant ! First of all he has progressed india because of his intelligence. Secondly he is educated unlike raul, Priyanka and sonia�@SreeDharam-js2mu�",1
"�@SreeDharam-js2mu�

You must have never gone to school to call Modi 4th class failed , but your Pappu has 4th class failed intelligence.",0
"Modi is great speaker
Meanwhile he has not been facing a single press conference since 2014",1
"�@ashish.k5529� yeah, that does not mean we are gonna vote for gandhi, who gives press conference and says, 'stove mai koyla' stuff ",1
"�@ashish.k5529� haa sahi hai! But ek misunderstanding ho gayi tum se! Vade karke bhoolne vale nai, vade karke, try karke fail hone vale! Aur ha I know congress the vade keeper and all the things the bjp didn't do, congress did, corruption included, give vote to people who will try and fail but not to people who won't even try !",0
"�@manoharchandrashekar2085� , congress voteshare is more than BJP's vote share in the recent vidhansabha election in madhypradesh, Rajasthan and chattisgarh. But you are saying BJP won due to Rahul Gandhi. Either way your argument doesn't work. Rahul Gandhi ji made BJP mukt Bharat",1
Whole godi media is trying to prop up Modi,1
"�@rajarshidas4240� he got 23 crore votes in 2019...no 'godi' media is that powerful whether bjp's or congress', else vyakul gandhi too would get few votes as entire congressi ecosystem has been batting for him since 20 years",1
WE DO NOT WANT 4 CLASS FAILED LEADER AS OUR PM,0
"�@user-sg2cj3ug6y� I thought vyakul has degrees from foreign universities...never knew he is 4th class failed ..his bestie tejasvi yadav is 9th fail, that I was aware of though",0
�@rajarshidas4240� we know who are the real godi,1
But he will fail again....miserably just like in 2014 and 2019.,0
?�@ManojKumar-xg5sx� Aljajeera Too. The official Ghadi propaganda mouthpiece.,0
"?�@cccc2740� yes only when they used hindu religion as a tool otherwise data says it all who was better upa or nda 
No modi supporter could win argument without hindu muslim nehru",1
"�@AtheistIndian2024� it was Rajiv Gandhi who overruled SC rule to appease muslims in shahbano case ..and then to compensate for it he unlocked babri masjid worship place for hindus ...dear, you know zilch abt Indian political history..chill, and take a walk....I have forgotten more than you would ever know abt Indian politics",1
"?�@rajarshidas4240�So called Godi media is within our country but not foreign funding, but Rahul Gandhi getting foreign funding",0
"�@cccc2740�  yuk , Did one's wrong make your wrong right , when your child or you are not getting job and exam paper are getting leaked will you still vote on the basis of a thing that happened years before, they did wrong that's why they are out of power and now this is doing wrong so the fate should be same and I told you that a modi supporter can't win a single argument without hindu muslim nehru because facts don't favour him at all ,, BJP only know how to manipulate central facts and give you on table when other sources shows all different",0
�@cccc2740� and yeah when you remember about sah Bano then don't forget that he was the one to bring computers to your school and yeah tell only 4 successful things that modi has done for you,1
"�@AtheistIndian2024� he brought computers, so we can ignore what he did to destroy secular fabric of country?...isn't 'secularim' what you people keep crying over ever since BJP rose to prominence...get rid of your tinted glasses instead of embarassing yourself on social media",1
"�@cccc2740� Didn't I mention that that was wrong and that result into their massive loss in 2019, and the same should happen to modi since he is also doing wrong I just mention computer cause andhbhakt mostly think that before 2019 we were sloth  bears , the pictures were dark and everything was hopeless and Congress did nothing",0
"�@AtheistIndian2024� india and china started at same level and at same time around 1950...today they are touching 20tn(that too after wasting decades upto mid 70s due to mao's cultural revolution bullshit), while we are struggling to reach 5tn...have you ever tried to study why is it so? you  havent and you would never as it would make you uncomfortable to know what yuor favourite parties have done in last 70 years to this country.",0
"�@cccc2740� I don't have any favourite party first I don't have party worshiping features and I can't I care about what have the government done for people need , and yeah when it comes to china then I must say that I know more than you and clearly say that Modi could do it too and BJP also came into in different time so the blame is whole political parties , and why are you running from question tell me 4 things that modi did for you",1
